market_id,timestamp,open_timestamp,resolution_timestamp,market_probability,btc_price,btc_return_1m,btc_return_5m,btc_return_15m,btc_volatility_15m,final_outcome,outcome
btc-updown-5m-1781447100,1781447285,1781447100,1781447400,0.5650000000,64244.9400000000,-0.0000785992,-0.0005133954,-0.0011163501,0.0004230309,Down,0
btc-updown-5m-1781447400,1781447584,1781447400,1781447700,0.1950000000,64073.8700000000,-0.0004386759,-0.0026627778,-0.0030046539,0.0005351335,Down,0
btc-updown-5m-1781447700,1781447885,1781447700,1781448000,0.3650000000,63945.5900000000,-0.0006046798,-0.0020020642,-0.0051705142,0.0005085796,Down,0
btc-updown-5m-1781448000,1781448184,1781448000,1781448300,0.5550000000,63914.0000000000,0.0000258166,-0.0004940137,-0.0051512228,0.0006612882,Up,1
btc-updown-5m-1781448300,1781448486,1781448300,1781448600,0.5950000000,63900.0000000000,-0.0006570016,-0.0002190443,-0.0027135867,0.0006664887,Down,0
btc-updown-5m-1781448600,1781448785,1781448600,1781448900,0.7650000000,63971.6700000000,0.0006184684,0.0011215962,0.0004078467,0.0005662312,Up,1
btc-updown-5m-1781448900,1781449084,1781448900,1781449200,0.8250000000,63960.4600000000,0.0001818642,-0.0001752338,0.0007269143,0.0004344198,Up,1
btc-updown-5m-1781449200,1781449384,1781449200,1781449500,0.9850000000,64127.4300000000,0.0001021508,0.0026105191,0.0035591549,0.0005328095,Up,1
btc-updown-5m-1781449500,1781449687,1781449500,1781449800,0.1950000000,64119.8800000000,0.0000552121,-0.0001177343,0.0023168068,0.0005269241,Down,0
btc-updown-5m-1781449800,1781449985,1781449800,1781450100,0.2650000000,64105.5200000000,0.0000859594,-0.0002239555,0.0022679637,0.0004845580,Down,0
btc-updown-5m-1781450100,1781450284,1781450100,1781450400,0.2050000000,64074.7600000000,0.0000000000,-0.0004798339,-0.0008213334,0.0001956777,Down,0
btc-updown-5m-1781450400,1781450586,1781450400,1781450700,0.9650000000,64073.7600000000,-0.0005548334,-0.0000156068,-0.0007192777,0.0003452760,Up,1
btc-updown-5m-1781450700,1781450888,1781450700,1781451000,0.3450000000,64058.2000000000,-0.0001454715,-0.0002428451,-0.0007381580,0.0003844231,Down,0
btc-updown-5m-1781451000,1781451184,1781451000,1781451300,0.2550000000,64008.7200000000,-0.0003779306,-0.0007724226,-0.0010306710,0.0003742474,Down,0
btc-updown-5m-1781451300,1781451487,1781451300,1781451600,0.8550000000,64071.6000000000,0.0001066109,0.0009823662,-0.0000337111,0.0002996762,Up,1
btc-updown-5m-1781451600,1781451783,1781451600,1781451900,0.3050000000,64054.5800000000,0.0000000000,-0.0002656403,-0.0000565111,0.0002325584,Down,0
btc-updown-5m-1781451900,1781452084,1781451900,1781452200,0.3250000000,64054.5800000000,0.0000000000,0.0000000000,0.0007164649,0.0001815209,Up,1
