wallet_id,profile_url,wallet_score,score_band,coverage_component,fast_crypto_component,lifecycle_activity_component,event_density_component,specialization_component,bounded_history_penalty,still_open_penalty,small_sample_penalty,concentration_penalty,near_flat_ambiguity_penalty,total_lifecycle_positions,fast_crypto_lifecycle_count,fast_crypto_lifecycle_share,partial_exits,percentage_still_open_positions,percentage_sell_only_lifecycles,oversold_bounded_history,average_events_per_lifecycle,dominant_asset,asset_concentration,dominant_outcome,outcome_concentration,missing_required_metric_count,score_version,source_metrics_sha256
0xde79cc7660d5c05b4cd2f4e72cae30cde2583d9a,https://polymarket.com/0xde79cc7660d5c05b4cd2f4e72cae30cde2583d9a,73,medium_priority,25,25,15,8,7,0,0,0,5,2,57,57,1,33,0.4210526315789473684210526316,0,0,1.754385964912280701754385965,BTC,1,Down,0.5614035087719298245614035088,0,wallet_score_v1_structural_fixture,62cd5e79b1388dedb899b8c48da2f48526c880f3ac3b2332e2b2c6f1961deff3
0x63ce342161250d705dc0b16df89036c8e5f9ba9a,https://polymarket.com/0x63ce342161250d705dc0b16df89036c8e5f9ba9a,42.14285714285714285714285714,low_priority,8,19.14285714285714285714285714,11,11,10,0,5,10,0,2,7,6,0.8571428571428571428571428571,2,0.7142857142857142857142857143,0,0,14.28571428571428571428571429,BTC,0.4285714285714285714285714286,Down,0.4285714285714285714285714286,0,wallet_score_v1_structural_fixture,62cd5e79b1388dedb899b8c48da2f48526c880f3ac3b2332e2b2c6f1961deff3
0xd0d6053c3c37e727402d84c14069780d360993aa,https://polymarket.com/@k9Q2mX4L8A7ZP3R,32,low_priority,8,17,11,11,10,10,5,10,0,0,8,6,0.75,1,0.625,0.25,2,12.5,BTC,0.625,Up,0.625,0,wallet_score_v1_structural_fixture,62cd5e79b1388dedb899b8c48da2f48526c880f3ac3b2332e2b2c6f1961deff3
0x1f0ebc543b2d411f66947041625c0aa1ce61cf86,https://polymarket.com/0x1f0ebc543b2d411f66947041625c0aa1ce61cf86,26,low_priority,8,22,0,11,10,0,15,10,0,0,6,6,1,0,1,0,0,16.66666666666666666666666667,BTC,0.3333333333333333333333333333,Down,0.5,0,wallet_score_v1_structural_fixture,62cd5e79b1388dedb899b8c48da2f48526c880f3ac3b2332e2b2c6f1961deff3
0x594edb9112f526fa6a80b8f858a6379c8a2c1c11,https://polymarket.com/@0x594edB9112f526Fa6A80b8F858A6379C8A2c1C11,13,insufficient_visible_structure,15,0,0,15,3,0,15,0,5,0,23,0,0,0,1,0,0,4.347826086956521739130434783,other,1,Yes,0.5217391304347826086956521739,0,wallet_score_v1_structural_fixture,62cd5e79b1388dedb899b8c48da2f48526c880f3ac3b2332e2b2c6f1961deff3
0xde17f7144fbd0eddb2679132c10ff5e74b120988,https://polymarket.com/0xde17f7144fbd0eddb2679132c10ff5e74b120988,6,insufficient_visible_structure,15,0,0,11,5,0,15,5,5,0,11,0,0,0,1,0,0,9.090909090909090909090909091,BTC,1,No,0.7272727272727272727272727273,0,wallet_score_v1_structural_fixture,62cd5e79b1388dedb899b8c48da2f48526c880f3ac3b2332e2b2c6f1961deff3
