trade_id,market_id,side,opened_at,closed_at,entry_price,exit_price,quantity,entry_score,exit_score,exit_reason,pnl,return_pct,holding_updates
shadow-000001,0x78e6a3146dd778fc3150db6ba5f2fe3b701ff446bbaff21453236e84bee5434d,NO,2026-06-25T23:30:14.811724+00:00,2026-06-25T23:30:16.816736+00:00,0.416,0.414,240.38461538,0.701475,0.259804,score_below_threshold,-0.480769,-0.00480769,1
shadow-000002,0xc358642287952e08f2fbbd5a90f7574d73a87685780ca454b0efda7e9e598cd4,NO,2026-06-26T03:01:24.814231+00:00,2026-06-26T03:02:24.815977+00:00,0.426,0.984,234.74178404,0.820487,0.525351,timeout,130.985915,1.30985915,30
shadow-000003,0x0b97e37bec2a876f4ff7b37c51c8895e26ea39d6e3a2d9cb9ddbe6b457ce8860,YES,2026-06-26T03:32:26.818047+00:00,2026-06-26T03:32:44.808771+00:00,0.446,0.654,224.21524664,0.918141,0.29483,score_below_threshold,46.636771,0.46636771,9
