scenario,dimension,segment,signals,pnl,expectancy,max_drawdown
spread_only,asset,SOL,182,3.148499999999999,0.017299450549450545,0.7565
spread_only,side,NO,210,4.623999999999999,0.02201904761904761,1.282
spread_only,side,YES,128,3.3774999999999995,0.026386718749999996,0.4625
spread_only,external_move_regime,high,12,1.046,0.08716666666666668,0.12
spread_only,external_move_regime,low,267,4.785499999999999,0.017923220973782766,1.3270000000000004
spread_only,external_move_regime,medium,59,2.1699999999999995,0.03677966101694914,0.535
spread_only,spread_regime,high,31,0.06999999999999985,0.0022580645161290277,0.40499999999999997
spread_only,spread_regime,low,27,0.19800000000000023,0.007333333333333341,0.49199999999999994
spread_only,spread_regime,medium,280,7.7334999999999985,0.02761964285714285,1.3315000000000003
spread_only,quote_age_regime,high,26,1.8659999999999999,0.07176923076923077,0.4650000000000001
spread_only,quote_age_regime,low,33,0.9400000000000001,0.028484848484848484,0.37000000000000005
spread_only,quote_age_regime,medium,279,5.195499999999998,0.01862186379928315,1.474499999999999
transaction_cost_only,session_number,1,130,0.9529999999999993,0.007330769230769226,1.1795000000000009
transaction_cost_only,session_number,2,42,2.0399999999999996,0.048571428571428564,0.30499999999999994
transaction_cost_only,session_number,3,166,6.27,0.037771084337349395,0.31000000000000005
transaction_cost_only,asset,BTC,76,2.7844999999999995,0.03663815789473684,0.42800000000000016
transaction_cost_only,asset,ETH,80,2.3099999999999996,0.028874999999999994,0.4450000000000001
transaction_cost_only,asset,SOL,182,4.168499999999999,0.02290384615384615,0.6465000000000001
transaction_cost_only,side,NO,210,5.220499999999999,0.024859523809523804,1.1645
transaction_cost_only,side,YES,128,4.0424999999999995,0.031582031249999996,0.4575
transaction_cost_only,external_move_regime,high,12,1.0850000000000002,0.09041666666666667,0.11999999999999988
transaction_cost_only,external_move_regime,low,267,5.337999999999998,0.019992509363295875,1.165
transaction_cost_only,external_move_regime,medium,59,2.8399999999999994,0.048135593220338974,0.53
transaction_cost_only,spread_regime,high,31,1.1349999999999998,0.036612903225806445,0.27
transaction_cost_only,spread_regime,low,27,0.19449999999999956,0.007203703703703687,0.49550000000000044
transaction_cost_only,spread_regime,medium,280,7.933499999999999,0.028333928571428565,1.2815000000000003
transaction_cost_only,quote_age_regime,high,26,1.881,0.07234615384615385,0.4650000000000001
transaction_cost_only,quote_age_regime,low,33,0.965,0.02924242424242424,0.37000000000000005
transaction_cost_only,quote_age_regime,medium,279,6.416999999999998,0.022999999999999993,1.27
