trial,sample_size,wins,win_rate,pnl_before_slippage,pnl_after_slippage,expectancy_after_slippage,max_drawdown,signals_per_hour
109,172,85,0.4941860465116279,-0.0825,-3.5225,-0.020479651162790706,3.5925,7.16666655045718
110,172,78,0.45348837209302323,-0.0155,-3.4555,-0.02009011627906977,3.4855,7.16666655045718
111,172,85,0.4941860465116279,0.3675,-3.0725,-0.017863372093023258,3.0825,7.16666655045718
112,172,91,0.5290697674418605,1.3165,-2.1235,-0.012345930232558143,2.391,7.16666655045718
113,172,81,0.47093023255813954,-0.847,-4.287,-0.024924418604651163,4.487,7.16666655045718
114,172,78,0.45348837209302323,-0.134,-3.574,-0.02077906976744186,3.584,7.16666655045718
115,172,84,0.4883720930232558,0.076,-3.364,-0.01955813953488372,3.404,7.16666655045718
116,172,81,0.47093023255813954,0.484,-2.956,-0.01718604651162791,2.956,7.16666655045718
117,172,78,0.45348837209302323,-0.2565,-3.6965,-0.021491279069767447,3.8515,7.16666655045718
118,172,75,0.436046511627907,-0.946,-4.386,-0.025500000000000002,4.386,7.16666655045718
119,172,91,0.5290697674418605,0.632,-2.808,-0.016325581395348836,3.133,7.16666655045718
120,172,83,0.48255813953488375,-0.38,-3.82,-0.022209302325581395,4.07,7.16666655045718
121,172,89,0.5174418604651163,0.394,-3.046,-0.017709302325581395,3.284,7.16666655045718
122,172,79,0.45930232558139533,-0.1415,-3.5815,-0.020822674418604657,3.6115,7.16666655045718
123,172,76,0.4418604651162791,-1.1575,-4.5975,-0.026729651162790698,4.7075,7.16666655045718
124,172,80,0.46511627906976744,-0.8355,-4.2755,-0.024857558139534885,4.5005,7.16666655045718
125,172,84,0.4883720930232558,-0.0055,-3.4455,-0.02003197674418605,3.7305,7.16666655045718
126,172,89,0.5174418604651163,1.4635,-1.9765,-0.011491279069767442,1.9965,7.16666655045718
127,172,78,0.45348837209302323,-1.181,-4.621,-0.026866279069767445,4.631,7.16666655045718
128,172,78,0.45348837209302323,-0.7495,-4.1895,-0.02435755813953489,4.1995,7.16666655045718
129,172,86,0.5,0.704,-2.736,-0.015906976744186046,3.0465,7.16666655045718
130,172,86,0.5,0.712,-2.728,-0.015860465116279077,2.753,7.16666655045718
131,172,75,0.436046511627907,-1.046,-4.486,-0.02608139534883721,4.791,7.16666655045718
132,172,86,0.5,0.7325,-2.7075,-0.01574127906976744,2.8075,7.16666655045718
133,172,86,0.5,1.03,-2.41,-0.014011627906976742,2.6425,7.16666655045718
134,172,81,0.47093023255813954,-0.211,-3.651,-0.021226744186046517,3.851,7.16666655045718
135,172,78,0.45348837209302323,-0.634,-4.074,-0.023686046511627912,4.089,7.16666655045718
136,172,79,0.45930232558139533,0.389,-3.051,-0.017738372093023258,3.061,7.16666655045718
137,172,87,0.5058139534883721,1.016,-2.424,-0.014093023255813953,2.424,7.16666655045718
138,172,88,0.5116279069767442,0.758,-2.682,-0.015593023255813953,2.692,7.16666655045718
139,172,72,0.4186046511627907,-1.8535,-5.2935,-0.03077616279069768,5.4935,7.16666655045718
140,172,78,0.45348837209302323,-0.5115,-3.9515,-0.022973837209302326,4.0065,7.16666655045718
141,172,84,0.4883720930232558,0.7075,-2.7325,-0.015886627906976744,2.7425,7.16666655045718
142,172,62,0.36046511627906974,-2.1785,-5.6185,-0.032665697674418605,5.7385,7.16666655045718
143,172,90,0.5232558139534884,0.3375,-3.1025,-0.01803779069767442,3.1725,7.16666655045718
144,172,86,0.5,1.0385,-2.4015,-0.013962209302325581,2.5365,7.16666655045718
145,172,76,0.4418604651162791,-1.003,-4.443,-0.025831395348837202,4.693,7.16666655045718
146,172,77,0.4476744186046512,-0.9665,-4.4065,-0.02561918604651163,4.5115,7.16666655045718
147,172,78,0.45348837209302323,-0.8665,-4.3065,-0.02503779069767442,4.3065,7.16666655045718
148,172,70,0.4069767441860465,-0.2385,-3.6785,-0.021386627906976746,3.7085,7.16666655045718
149,172,73,0.42441860465116277,-0.925,-4.365,-0.02537790697674419,4.52,7.16666655045718
150,172,90,0.5232558139534884,0.178,-3.262,-0.01896511627906977,3.262,7.16666655045718
151,172,85,0.4941860465116279,0.4845,-2.9555,-0.017183139534883728,3.1455,7.16666655045718
152,172,84,0.4883720930232558,0.7055,-2.7345,-0.015898255813953488,2.7345,7.16666655045718
153,172,75,0.436046511627907,-0.2515,-3.6915,-0.021462209302325584,3.7165,7.16666655045718
154,172,76,0.4418604651162791,-1.4485,-4.8885,-0.028421511627906973,4.9635,7.16666655045718
155,172,81,0.47093023255813954,-0.448,-3.888,-0.0226046511627907,3.913,7.16666655045718
