trial,sample_size,wins,win_rate,pnl_before_slippage,pnl_after_slippage,expectancy_after_slippage,max_drawdown,signals_per_hour
156,172,88,0.5116279069767442,0.204,-3.236,-0.018813953488372094,3.286,7.16666655045718
157,172,81,0.47093023255813954,-0.16,-3.6,-0.020930232558139535,3.73,7.16666655045718
158,172,80,0.46511627906976744,-0.0885,-3.5285,-0.020514534883720924,3.6685,7.16666655045718
159,172,81,0.47093023255813954,-0.7565,-4.1965,-0.024398255813953492,4.2565,7.16666655045718
160,172,89,0.5174418604651163,0.9735,-2.4665,-0.014340116279069774,2.7415,7.16666655045718
161,172,78,0.45348837209302323,-0.525,-3.965,-0.02305232558139535,4.215,7.16666655045718
162,172,68,0.3953488372093023,-2.414,-5.854,-0.034034883720930234,5.864,7.16666655045718
163,172,89,0.5174418604651163,1.452,-1.988,-0.01155813953488372,2.313,7.16666655045718
164,172,72,0.4186046511627907,-0.2845,-3.7245,-0.02165406976744186,3.8345,7.16666655045718
165,172,76,0.4418604651162791,-0.3675,-3.8075,-0.022136627906976746,4.0025,7.16666655045718
166,172,82,0.47674418604651164,0.5965,-2.8435,-0.016531976744186046,2.9135,7.16666655045718
167,172,79,0.45930232558139533,-0.8185,-4.2585,-0.024758720930232556,4.347,7.16666655045718
168,172,74,0.43023255813953487,-0.733,-4.173,-0.024261627906976745,4.208,7.16666655045718
169,172,88,0.5116279069767442,1.218,-2.222,-0.012918604651162796,2.292,7.16666655045718
170,172,78,0.45348837209302323,0.138,-3.302,-0.019197674418604656,3.4055,7.16666655045718
171,172,91,0.5290697674418605,-0.1815,-3.6215,-0.021055232558139538,3.8915,7.16666655045718
172,172,77,0.4476744186046512,0.43,-3.01,-0.0175,3.46,7.16666655045718
173,172,81,0.47093023255813954,-0.424,-3.864,-0.02246511627906977,4.134,7.16666655045718
174,172,84,0.4883720930232558,0.5955,-2.8445,-0.01653779069767442,2.8445,7.16666655045718
175,172,91,0.5290697674418605,1.5535,-1.8865,-0.010968023255813955,1.975,7.16666655045718
176,172,82,0.47674418604651164,-0.007,-3.447,-0.020040697674418604,3.477,7.16666655045718
177,172,87,0.5058139534883721,0.749,-2.691,-0.015645348837209305,2.856,7.16666655045718
178,172,76,0.4418604651162791,-0.5735,-4.0135,-0.0233343023255814,4.0835,7.16666655045718
179,172,77,0.4476744186046512,-0.3015,-3.7415,-0.021752906976744188,3.8615,7.16666655045718
180,172,84,0.4883720930232558,-0.0885,-3.5285,-0.020514534883720934,3.6735,7.16666655045718
181,172,81,0.47093023255813954,0.3205,-3.1195,-0.018136627906976743,3.3495,7.16666655045718
182,172,70,0.4069767441860465,-0.049,-3.489,-0.020284883720930236,3.519,7.16666655045718
183,172,91,0.5290697674418605,0.8755,-2.5645,-0.014909883720930236,2.7815,7.16666655045718
184,172,90,0.5232558139534884,1.2215,-2.2185,-0.012898255813953492,2.3185,7.16666655045718
185,172,92,0.5348837209302325,1.9695,-1.4705,-0.00854941860465117,1.656,7.16666655045718
186,172,81,0.47093023255813954,-0.0065,-3.4465,-0.02003779069767442,3.5165,7.16666655045718
187,172,83,0.48255813953488375,0.0725,-3.3675,-0.01957848837209302,3.5425,7.16666655045718
188,172,73,0.42441860465116277,-1.3285,-4.7685,-0.027723837209302323,4.8085,7.16666655045718
189,172,83,0.48255813953488375,-0.772,-4.212,-0.02448837209302326,4.312,7.16666655045718
190,172,80,0.46511627906976744,0.318,-3.122,-0.01815116279069767,3.487,7.16666655045718
191,172,90,0.5232558139534884,0.5215,-2.9185,-0.01696802325581396,3.1485,7.16666655045718
192,172,93,0.5406976744186046,1.079,-2.361,-0.013726744186046505,2.386,7.16666655045718
193,172,82,0.47674418604651164,-0.5135,-3.9535,-0.02298546511627907,3.9635,7.16666655045718
194,172,93,0.5406976744186046,1.684,-1.756,-0.010209302325581397,1.886,7.16666655045718
195,172,87,0.5058139534883721,1.054,-2.386,-0.013872093023255825,2.581,7.16666655045718
196,172,80,0.46511627906976744,-0.0345,-3.4745,-0.020200581395348843,3.5395,7.16666655045718
197,172,83,0.48255813953488375,0.19,-3.25,-0.0188953488372093,3.33,7.16666655045718
198,172,73,0.42441860465116277,-0.8605,-4.3005,-0.025002906976744177,4.5255,7.16666655045718
199,172,78,0.45348837209302323,0.016,-3.424,-0.019906976744186053,3.569,7.16666655045718
200,172,88,0.5116279069767442,0.2095,-3.2305,-0.01878197674418605,3.321,7.16666655045718
201,172,84,0.4883720930232558,-0.059,-3.499,-0.02034302325581395,3.499,7.16666655045718
202,172,74,0.43023255813953487,-0.4675,-3.9075,-0.022718023255813957,4.1075,7.16666655045718
203,172,71,0.4127906976744186,-0.666,-4.106,-0.023872093023255818,4.4425,7.16666655045718
204,172,75,0.436046511627907,-0.703,-4.143,-0.02408720930232558,4.163,7.16666655045718
205,172,79,0.45930232558139533,-0.7555,-4.1955,-0.024392441860465117,4.2555,7.16666655045718
206,172,74,0.43023255813953487,-0.69,-4.13,-0.024011627906976744,4.3,7.16666655045718
207,172,70,0.4069767441860465,-1.103,-4.543,-0.026412790697674424,4.698,7.16666655045718
208,172,91,0.5290697674418605,1.199,-2.241,-0.01302906976744187,2.381,7.16666655045718
209,172,81,0.47093023255813954,-0.4075,-3.8475,-0.022369186046511627,4.0475,7.16666655045718
210,172,83,0.48255813953488375,-0.1075,-3.5475,-0.020625000000000004,3.6575,7.16666655045718
211,172,85,0.4941860465116279,0.7645,-2.6755,-0.01555523255813954,2.8055,7.16666655045718
212,172,79,0.45930232558139533,-0.127,-3.567,-0.020738372093023257,4.027,7.16666655045718
213,172,84,0.4883720930232558,0.058,-3.382,-0.019662790697674425,3.492,7.16666655045718
214,172,83,0.48255813953488375,0.3685,-3.0715,-0.017857558139534886,3.1215,7.16666655045718
215,172,72,0.4186046511627907,-1.3555,-4.7955,-0.027880813953488376,4.8555,7.16666655045718
216,172,74,0.43023255813953487,-0.8185,-4.2585,-0.024758720930232563,4.2885,7.16666655045718
217,172,66,0.38372093023255816,-1.1915,-4.6315,-0.026927325581395347,4.7065,7.16666655045718
218,172,76,0.4418604651162791,0.0855,-3.3545,-0.01950290697674419,3.5045,7.16666655045718
219,172,83,0.48255813953488375,0.3065,-3.1335,-0.018218023255813953,3.2135,7.16666655045718
220,172,89,0.5174418604651163,0.5575,-2.8825,-0.016758720930232566,2.8925,7.16666655045718
221,172,82,0.47674418604651164,-0.505,-3.945,-0.02293604651162791,4.065,7.16666655045718
222,172,89,0.5174418604651163,0.3585,-3.0815,-0.017915697674418606,3.278,7.16666655045718
223,172,89,0.5174418604651163,0.658,-2.782,-0.016174418604651165,2.952,7.16666655045718
224,172,79,0.45930232558139533,-0.317,-3.757,-0.021843023255813953,3.777,7.16666655045718
225,172,86,0.5,0.5615,-2.8785,-0.01673546511627907,3.1495,7.16666655045718
226,172,77,0.4476744186046512,-0.174,-3.614,-0.02101162790697675,3.664,7.16666655045718
227,172,67,0.38953488372093026,-1.9085,-5.3485,-0.031095930232558137,5.5085,7.16666655045718
228,172,83,0.48255813953488375,-0.0235,-3.4635,-0.020136627906976744,3.5035,7.16666655045718
229,172,92,0.5348837209302325,1.314,-2.126,-0.012360465116279072,2.466,7.16666655045718
230,172,85,0.4941860465116279,0.311,-3.129,-0.018191860465116283,3.454,7.16666655045718
231,172,88,0.5116279069767442,0.218,-3.222,-0.01873255813953488,3.277,7.16666655045718
232,172,82,0.47674418604651164,-0.414,-3.854,-0.022406976744186045,3.894,7.16666655045718
233,172,92,0.5348837209302325,1.368,-2.072,-0.01204651162790698,2.237,7.16666655045718
234,172,90,0.5232558139534884,0.3195,-3.1205,-0.01814244186046512,3.1805,7.16666655045718
235,172,79,0.45930232558139533,-0.3785,-3.8185,-0.022200581395348837,3.8485,7.16666655045718
236,172,79,0.45930232558139533,-0.464,-3.904,-0.022697674418604652,3.904,7.16666655045718
237,172,90,0.5232558139534884,1.322,-2.118,-0.012313953488372092,2.128,7.16666655045718
238,172,83,0.48255813953488375,0.0225,-3.4175,-0.01986918604651163,3.5075,7.16666655045718
239,172,86,0.5,1.0405,-2.3995,-0.013950581395348835,2.677,7.16666655045718
240,172,77,0.4476744186046512,-1.115,-4.555,-0.026482558139534883,4.605,7.16666655045718
241,172,85,0.4941860465116279,-0.277,-3.717,-0.021610465116279072,3.875,7.16666655045718
242,172,80,0.46511627906976744,0.134,-3.306,-0.01922093023255814,3.336,7.16666655045718
243,172,96,0.5581395348837209,1.2845,-2.1555,-0.012531976744186048,2.1755,7.16666655045718
244,172,77,0.4476744186046512,-0.117,-3.557,-0.020680232558139534,3.647,7.16666655045718
245,172,92,0.5348837209302325,0.498,-2.942,-0.0171046511627907,2.962,7.16666655045718
246,172,91,0.5290697674418605,0.938,-2.502,-0.014546511627906976,2.592,7.16666655045718
247,172,80,0.46511627906976744,-0.3055,-3.7455,-0.02177616279069768,3.7705,7.16666655045718
248,172,87,0.5058139534883721,0.9495,-2.4905,-0.014479651162790697,2.6355,7.16666655045718
249,172,95,0.5523255813953488,1.11,-2.33,-0.013546511627906977,2.42,7.16666655045718
250,172,85,0.4941860465116279,1.0035,-2.4365,-0.014165697674418606,2.4915,7.16666655045718
251,172,85,0.4941860465116279,0.7235,-2.7165,-0.015793604651162793,2.7765,7.16666655045718
252,172,81,0.47093023255813954,-0.182,-3.622,-0.021058139534883717,3.707,7.16666655045718
253,172,90,0.5232558139534884,0.9005,-2.5395,-0.014764534883720934,2.5395,7.16666655045718
254,172,86,0.5,0.01,-3.43,-0.01994186046511628,3.5,7.16666655045718
255,172,93,0.5406976744186046,0.091,-3.349,-0.01947093023255814,3.6365,7.16666655045718
256,172,76,0.4418604651162791,-0.5605,-4.0005,-0.02325872093023255,4.0905,7.16666655045718
257,172,81,0.47093023255813954,0.4695,-2.9705,-0.017270348837209307,3.0405,7.16666655045718
258,172,92,0.5348837209302325,0.876,-2.564,-0.014906976744186045,2.924,7.16666655045718
259,172,90,0.5232558139534884,1.114,-2.326,-0.013523255813953486,2.501,7.16666655045718
260,172,77,0.4476744186046512,-0.2745,-3.7145,-0.021595930232558142,3.8245,7.16666655045718
261,172,75,0.436046511627907,-0.501,-3.941,-0.022912790697674424,3.9605,7.16666655045718
262,172,86,0.5,0.1745,-3.2655,-0.018985465116279073,3.4055,7.16666655045718
263,172,88,0.5116279069767442,1.1385,-2.3015,-0.013380813953488373,2.5015,7.16666655045718
264,172,86,0.5,0.25,-3.19,-0.01854651162790698,3.25,7.16666655045718
265,172,86,0.5,0.518,-2.922,-0.01698837209302326,2.952,7.16666655045718
266,172,79,0.45930232558139533,-0.759,-4.199,-0.02441279069767442,4.209,7.16666655045718
267,172,79,0.45930232558139533,-0.2805,-3.7205,-0.021630813953488377,3.7905,7.16666655045718
268,172,85,0.4941860465116279,0.2905,-3.1495,-0.018311046511627908,3.1845,7.16666655045718
269,172,67,0.38953488372093026,-2.287,-5.727,-0.03329651162790697,5.727,7.16666655045718
270,172,88,0.5116279069767442,0.5485,-2.8915,-0.016811046511627906,2.9615,7.16666655045718
271,172,82,0.47674418604651164,0.5285,-2.9115,-0.01692732558139535,3.0315,7.16666655045718
272,172,86,0.5,0.403,-3.037,-0.017656976744186047,3.4105,7.16666655045718
273,172,84,0.4883720930232558,0.638,-2.802,-0.01629069767441861,2.857,7.16666655045718
274,172,82,0.47674418604651164,-0.0015,-3.4415,-0.020008720930232555,3.6665,7.16666655045718
275,172,95,0.5523255813953488,1.0015,-2.4385,-0.014177325581395348,2.5185,7.16666655045718
276,172,74,0.43023255813953487,-0.6595,-4.0995,-0.0238343023255814,4.2795,7.16666655045718
277,172,79,0.45930232558139533,-0.6535,-4.0935,-0.023799418604651165,4.1235,7.16666655045718
278,172,75,0.436046511627907,-0.5165,-3.9565,-0.02300290697674419,3.9565,7.16666655045718
279,172,72,0.4186046511627907,-0.841,-4.281,-0.024889534883720935,4.341,7.16666655045718
280,172,80,0.46511627906976744,-0.3705,-3.8105,-0.022154069767441865,3.9805,7.16666655045718
281,172,77,0.4476744186046512,-0.8685,-4.3085,-0.025049418604651166,4.3385,7.16666655045718
282,172,77,0.4476744186046512,-0.6475,-4.0875,-0.023764534883720934,4.1175,7.16666655045718
283,172,90,0.5232558139534884,0.7965,-2.6435,-0.015369186046511624,2.7685,7.16666655045718
284,172,76,0.4418604651162791,-0.3265,-3.7665,-0.021898255813953486,3.9065,7.16666655045718
285,172,74,0.43023255813953487,0.5175,-2.9225,-0.016991279069767447,3.0825,7.16666655045718
286,172,77,0.4476744186046512,-0.404,-3.844,-0.02234883720930233,3.864,7.16666655045718
287,172,80,0.46511627906976744,0.144,-3.296,-0.01916279069767442,3.711,7.16666655045718
288,172,81,0.47093023255813954,-1.38,-4.82,-0.02802325581395349,5.085,7.16666655045718
289,172,90,0.5232558139534884,1.248,-2.192,-0.012744186046511626,2.202,7.16666655045718
290,172,88,0.5116279069767442,0.6005,-2.8395,-0.016508720930232562,2.8695,7.16666655045718
291,172,83,0.48255813953488375,-0.1225,-3.5625,-0.02071220930232558,3.5625,7.16666655045718
292,172,84,0.4883720930232558,0.046,-3.394,-0.019732558139534888,3.454,7.16666655045718
293,172,84,0.4883720930232558,-0.3205,-3.7605,-0.021863372093023258,3.7805,7.16666655045718
294,172,78,0.45348837209302323,-0.489,-3.929,-0.022843023255813954,4.169,7.16666655045718
295,172,74,0.43023255813953487,-0.6985,-4.1385,-0.024061046511627906,4.2185,7.16666655045718
296,172,76,0.4418604651162791,-0.049,-3.489,-0.020284883720930232,3.549,7.16666655045718
297,172,91,0.5290697674418605,1.0185,-2.4215,-0.014078488372093021,2.4915,7.16666655045718
298,172,85,0.4941860465116279,0.839,-2.601,-0.015122093023255819,2.771,7.16666655045718
299,172,72,0.4186046511627907,-1.625,-5.065,-0.029447674418604648,5.065,7.16666655045718
300,172,78,0.45348837209302323,-0.779,-4.219,-0.02452906976744186,4.384,7.16666655045718
301,172,86,0.5,0.8055,-2.6345,-0.015316860465116279,2.9045,7.16666655045718
302,172,73,0.42441860465116277,-0.8385,-4.2785,-0.024875,4.3635,7.16666655045718
303,172,82,0.47674418604651164,-0.569,-4.009,-0.02330813953488373,4.274,7.16666655045718
304,172,82,0.47674418604651164,0.0085,-3.4315,-0.01995058139534884,3.4665,7.16666655045718
305,172,82,0.47674418604651164,0.084,-3.356,-0.019511627906976744,3.446,7.16666655045718
306,172,83,0.48255813953488375,0.7505,-2.6895,-0.015636627906976744,2.6895,7.16666655045718
307,172,88,0.5116279069767442,0.473,-2.967,-0.017250000000000005,2.967,7.16666655045718
308,172,78,0.45348837209302323,-0.5335,-3.9735,-0.023101744186046515,4.105,7.16666655045718
309,172,79,0.45930232558139533,-0.088,-3.528,-0.020511627906976748,3.628,7.16666655045718
310,172,88,0.5116279069767442,0.8505,-2.5895,-0.015055232558139542,2.5895,7.16666655045718
311,172,76,0.4418604651162791,0.2045,-3.2355,-0.018811046511627908,3.3455,7.16666655045718
312,172,91,0.5290697674418605,1.0555,-2.3845,-0.013863372093023253,2.678,7.16666655045718
313,172,78,0.45348837209302323,-0.3685,-3.8085,-0.022142441860465115,3.9085,7.16666655045718
314,172,75,0.436046511627907,-0.671,-4.111,-0.023901162790697674,4.121,7.16666655045718
315,172,92,0.5348837209302325,0.669,-2.771,-0.01611046511627907,2.771,7.16666655045718
316,172,80,0.46511627906976744,-0.456,-3.896,-0.02265116279069768,4.151,7.16666655045718
317,172,93,0.5406976744186046,1.3755,-2.0645,-0.012002906976744188,2.4345,7.16666655045718
318,172,74,0.43023255813953487,-0.2015,-3.6415,-0.02117151162790698,3.6415,7.16666655045718
319,172,85,0.4941860465116279,0.187,-3.253,-0.01891279069767442,3.293,7.16666655045718
320,172,82,0.47674418604651164,0.2145,-3.2255,-0.01875290697674419,3.3255,7.16666655045718
321,172,70,0.4069767441860465,-1.752,-5.192,-0.030186046511627908,5.192,7.16666655045718
322,172,78,0.45348837209302323,0.603,-2.837,-0.016494186046511625,2.837,7.16666655045718
323,172,80,0.46511627906976744,-0.079,-3.519,-0.020459302325581397,3.599,7.16666655045718
324,172,73,0.42441860465116277,-0.384,-3.824,-0.022232558139534883,4.054,7.16666655045718
325,172,85,0.4941860465116279,0.1515,-3.2885,-0.019119186046511635,3.3635,7.16666655045718
326,172,95,0.5523255813953488,1.109,-2.331,-0.01355232558139535,2.441,7.16666655045718
327,172,78,0.45348837209302323,-0.6085,-4.0485,-0.023537790697674418,4.0485,7.16666655045718
328,172,93,0.5406976744186046,1.01,-2.43,-0.014127906976744186,2.8,7.16666655045718
329,172,74,0.43023255813953487,-1.2185,-4.6585,-0.0270843023255814,4.6785,7.16666655045718
330,172,79,0.45930232558139533,0.324,-3.116,-0.01811627906976744,3.151,7.16666655045718
331,172,78,0.45348837209302323,-0.3135,-3.7535,-0.02182267441860465,3.9335,7.16666655045718
332,172,76,0.4418604651162791,-1.399,-4.839,-0.028133720930232562,4.899,7.16666655045718
333,172,85,0.4941860465116279,1.1785,-2.2615,-0.013148255813953496,2.4715,7.16666655045718
334,172,85,0.4941860465116279,0.3165,-3.1235,-0.018159883720930234,3.3795,7.16666655045718
335,172,80,0.46511627906976744,-0.0715,-3.5115,-0.02041569767441861,3.5765,7.16666655045718
336,172,72,0.4186046511627907,-1.84,-5.28,-0.03069767441860466,5.33,7.16666655045718
337,172,76,0.4418604651162791,-0.5625,-4.0025,-0.023270348837209305,4.0075,7.16666655045718
338,172,80,0.46511627906976744,0.5015,-2.9385,-0.017084302325581398,2.9685,7.16666655045718
339,172,83,0.48255813953488375,0.2545,-3.1855,-0.018520348837209304,3.1855,7.16666655045718
340,172,83,0.48255813953488375,-0.3145,-3.7545,-0.021828488372093023,3.7645,7.16666655045718
341,172,81,0.47093023255813954,-0.3385,-3.7785,-0.021968023255813957,3.7785,7.16666655045718
342,172,82,0.47674418604651164,0.5575,-2.8825,-0.01675872093023256,3.1575,7.16666655045718
343,172,78,0.45348837209302323,0.057,-3.383,-0.01966860465116279,3.503,7.16666655045718
344,172,82,0.47674418604651164,-0.261,-3.701,-0.021517441860465114,3.751,7.16666655045718
345,172,83,0.48255813953488375,0.3505,-3.0895,-0.01796220930232558,3.1475,7.16666655045718
346,172,78,0.45348837209302323,-0.331,-3.771,-0.021924418604651167,3.836,7.16666655045718
347,172,89,0.5174418604651163,0.9585,-2.4815,-0.014427325581395357,2.7215,7.16666655045718
348,172,82,0.47674418604651164,0.6905,-2.7495,-0.015985465116279077,3.0805,7.16666655045718
349,172,84,0.4883720930232558,0.3555,-3.0845,-0.01793313953488373,3.1245,7.16666655045718
350,172,91,0.5290697674418605,0.881,-2.559,-0.014877906976744187,2.699,7.16666655045718
351,172,85,0.4941860465116279,0.4455,-2.9945,-0.017409883720930233,3.3845,7.16666655045718
352,172,93,0.5406976744186046,0.7635,-2.6765,-0.015561046511627907,2.7215,7.16666655045718
353,172,89,0.5174418604651163,0.959,-2.481,-0.014424418604651162,2.546,7.16666655045718
354,172,79,0.45930232558139533,-0.847,-4.287,-0.024924418604651163,4.382,7.16666655045718
355,172,81,0.47093023255813954,0.8375,-2.6025,-0.01513081395348837,2.6225,7.16666655045718
356,172,72,0.4186046511627907,0.1585,-3.2815,-0.019078488372093024,3.7065,7.16666655045718
357,172,72,0.4186046511627907,-1.506,-4.946,-0.028755813953488377,4.946,7.16666655045718
358,172,74,0.43023255813953487,-0.428,-3.868,-0.022488372093023252,3.868,7.16666655045718
359,172,84,0.4883720930232558,0.3365,-3.1035,-0.01804360465116279,3.2935,7.16666655045718
360,172,88,0.5116279069767442,0.706,-2.734,-0.015895348837209302,2.969,7.16666655045718
361,172,84,0.4883720930232558,-0.1895,-3.6295,-0.021101744186046514,3.6495,7.16666655045718
362,172,81,0.47093023255813954,-0.5115,-3.9515,-0.022973837209302326,3.9815,7.16666655045718
363,172,81,0.47093023255813954,-0.7745,-4.2145,-0.02450290697674419,4.3145,7.16666655045718
364,172,82,0.47674418604651164,0.035,-3.405,-0.019796511627906983,3.7605,7.16666655045718
365,172,79,0.45930232558139533,-0.185,-3.625,-0.021075581395348836,3.7295,7.16666655045718
366,172,78,0.45348837209302323,-0.6235,-4.0635,-0.023625000000000004,4.0735,7.16666655045718
367,172,81,0.47093023255813954,0.265,-3.175,-0.018459302325581396,3.315,7.16666655045718
368,172,73,0.42441860465116277,-0.238,-3.678,-0.02138372093023256,3.758,7.16666655045718
369,172,81,0.47093023255813954,-0.168,-3.608,-0.020976744186046517,3.8665,7.16666655045718
370,172,93,0.5406976744186046,0.03,-3.41,-0.019825581395348832,3.458,7.16666655045718
371,172,81,0.47093023255813954,-0.554,-3.994,-0.02322093023255814,4.094,7.16666655045718
372,172,85,0.4941860465116279,1.067,-2.373,-0.01379651162790698,2.713,7.16666655045718
373,172,82,0.47674418604651164,-0.2525,-3.6925,-0.021468023255813956,3.6925,7.16666655045718
374,172,80,0.46511627906976744,-0.6395,-4.0795,-0.02371802325581395,4.1695,7.16666655045718
375,172,79,0.45930232558139533,-0.142,-3.582,-0.020825581395348836,3.602,7.16666655045718
376,172,80,0.46511627906976744,-0.153,-3.593,-0.02088953488372093,3.6835,7.16666655045718
377,172,75,0.436046511627907,-1.384,-4.824,-0.028046511627906976,4.884,7.16666655045718
378,172,81,0.47093023255813954,-0.0635,-3.5035,-0.020369186046511636,3.9235,7.16666655045718
379,172,88,0.5116279069767442,0.911,-2.529,-0.014703488372093025,2.529,7.16666655045718
380,172,95,0.5523255813953488,1.117,-2.323,-0.013505813953488372,2.448,7.16666655045718
381,172,88,0.5116279069767442,1.649,-1.791,-0.010412790697674416,1.831,7.16666655045718
382,172,87,0.5058139534883721,0.841,-2.599,-0.015110465116279068,2.609,7.16666655045718
383,172,84,0.4883720930232558,0.9305,-2.5095,-0.014590116279069766,2.5095,7.16666655045718
384,172,83,0.48255813953488375,-0.1455,-3.5855,-0.02084593023255814,3.8055,7.16666655045718
385,172,90,0.5232558139534884,1.3,-2.14,-0.01244186046511628,2.5475,7.16666655045718
386,172,94,0.5465116279069767,0.795,-2.645,-0.015377906976744186,2.665,7.16666655045718
387,172,69,0.4011627906976744,-0.877,-4.317,-0.025098837209302328,4.357,7.16666655045718
388,172,80,0.46511627906976744,0.294,-3.146,-0.01829069767441861,3.226,7.16666655045718
389,172,83,0.48255813953488375,0.4235,-3.0165,-0.017537790697674423,3.1165,7.16666655045718
390,172,67,0.38953488372093026,-1.265,-4.705,-0.027354651162790698,4.705,7.16666655045718
391,172,84,0.4883720930232558,0.516,-2.924,-0.017,2.984,7.16666655045718
392,172,75,0.436046511627907,-0.4185,-3.8585,-0.02243313953488372,3.8885,7.16666655045718
393,172,91,0.5290697674418605,0.91,-2.53,-0.0147093023255814,2.63,7.16666655045718
394,172,79,0.45930232558139533,-0.2395,-3.6795,-0.021392441860465114,3.7595,7.16666655045718
395,172,82,0.47674418604651164,0.5815,-2.8585,-0.016619186046511632,3.042,7.16666655045718
396,172,84,0.4883720930232558,0.6145,-2.8255,-0.01642732558139535,2.9405,7.16666655045718
397,172,76,0.4418604651162791,-0.31,-3.75,-0.021802325581395353,4.145,7.16666655045718
398,172,72,0.4186046511627907,-1.457,-4.897,-0.02847093023255814,4.917,7.16666655045718
399,172,99,0.5755813953488372,1.4275,-2.0125,-0.011700581395348833,2.0925,7.16666655045718
400,172,74,0.43023255813953487,-0.46,-3.9,-0.02267441860465116,4.215,7.16666655045718
401,172,89,0.5174418604651163,1.0065,-2.4335,-0.014148255813953488,2.6535,7.16666655045718
402,172,86,0.5,0.3755,-3.0645,-0.01781686046511628,3.2895,7.16666655045718
403,172,82,0.47674418604651164,-0.3945,-3.8345,-0.022293604651162795,3.9445,7.16666655045718
404,172,81,0.47093023255813954,0.4265,-3.0135,-0.017520348837209307,3.0635,7.16666655045718
405,172,85,0.4941860465116279,0.3415,-3.0985,-0.018014534883720932,3.0985,7.16666655045718
406,172,74,0.43023255813953487,-0.683,-4.123,-0.02397093023255814,4.218,7.16666655045718
407,172,83,0.48255813953488375,-0.0395,-3.4795,-0.0202296511627907,3.4795,7.16666655045718
408,172,89,0.5174418604651163,0.908,-2.532,-0.014720930232558143,2.622,7.16666655045718
409,172,86,0.5,0.6945,-2.7455,-0.015962209302325583,2.971,7.16666655045718
410,172,90,0.5232558139534884,0.927,-2.513,-0.014610465116279074,2.628,7.16666655045718
411,172,79,0.45930232558139533,0.171,-3.269,-0.01900581395348837,3.269,7.16666655045718
412,172,84,0.4883720930232558,-0.2635,-3.7035,-0.02153197674418605,3.7835,7.16666655045718
413,172,87,0.5058139534883721,0.606,-2.834,-0.01647674418604651,3.0795,7.16666655045718
414,172,86,0.5,-0.4035,-3.8435,-0.022345930232558143,3.8985,7.16666655045718
415,172,85,0.4941860465116279,-0.2745,-3.7145,-0.02159593023255814,3.7245,7.16666655045718
416,172,78,0.45348837209302323,-0.787,-4.227,-0.024575581395348833,4.292,7.16666655045718
417,172,89,0.5174418604651163,0.6435,-2.7965,-0.01625872093023256,2.8715,7.16666655045718
418,172,86,0.5,0.28,-3.16,-0.018372093023255816,3.27,7.16666655045718
419,172,72,0.4186046511627907,-0.2955,-3.7355,-0.021718023255813956,4.0355,7.16666655045718
420,172,96,0.5581395348837209,1.4755,-1.9645,-0.011421511627906982,2.4335,7.16666655045718
421,172,78,0.45348837209302323,-0.191,-3.631,-0.021110465116279068,3.651,7.16666655045718
422,172,82,0.47674418604651164,-0.6435,-4.0835,-0.023741279069767446,4.1185,7.16666655045718
423,172,82,0.47674418604651164,0.037,-3.403,-0.019784883720930235,3.418,7.16666655045718
424,172,70,0.4069767441860465,-1.1215,-4.5615,-0.0265203488372093,4.5615,7.16666655045718
425,172,84,0.4883720930232558,-0.749,-4.189,-0.0243546511627907,4.279,7.16666655045718
426,172,86,0.5,0.3365,-3.1035,-0.0180436046511628,3.287,7.16666655045718
427,172,86,0.5,-0.104,-3.544,-0.0206046511627907,3.729,7.16666655045718
428,172,92,0.5348837209302325,1.403,-2.037,-0.011843023255813956,2.037,7.16666655045718
429,172,87,0.5058139534883721,1.1025,-2.3375,-0.01359011627906977,2.6975,7.16666655045718
430,172,75,0.436046511627907,-0.252,-3.692,-0.02146511627906977,3.812,7.16666655045718
431,172,84,0.4883720930232558,-0.004,-3.444,-0.020023255813953488,3.7855,7.16666655045718
432,172,84,0.4883720930232558,0.232,-3.208,-0.018651162790697676,3.308,7.16666655045718
433,172,80,0.46511627906976744,-0.6315,-4.0715,-0.02367151162790698,4.0815,7.16666655045718
434,172,88,0.5116279069767442,0.5175,-2.9225,-0.01699127906976744,2.9625,7.16666655045718
435,172,82,0.47674418604651164,0.2565,-3.1835,-0.018508720930232557,3.2835,7.16666655045718
436,172,83,0.48255813953488375,0.3035,-3.1365,-0.018235465116279066,3.1865,7.16666655045718
437,172,82,0.47674418604651164,0.6005,-2.8395,-0.016508720930232566,3.1395,7.16666655045718
438,172,83,0.48255813953488375,-0.233,-3.673,-0.0213546511627907,3.918,7.16666655045718
439,172,79,0.45930232558139533,-0.8145,-4.2545,-0.02473546511627907,4.4045,7.16666655045718
440,172,74,0.43023255813953487,-2.003,-5.443,-0.0316453488372093,5.443,7.16666655045718
441,172,85,0.4941860465116279,-0.5625,-4.0025,-0.023270348837209305,4.0225,7.16666655045718
442,172,80,0.46511627906976744,-0.3815,-3.8215,-0.022218023255813957,3.8215,7.16666655045718
443,172,75,0.436046511627907,0.175,-3.265,-0.018982558139534887,3.345,7.16666655045718
444,172,79,0.45930232558139533,-0.4495,-3.8895,-0.022613372093023262,4.1345,7.16666655045718
445,172,85,0.4941860465116279,-0.1375,-3.5775,-0.020799418604651166,3.6425,7.16666655045718
446,172,80,0.46511627906976744,0.24,-3.2,-0.018604651162790704,3.405,7.16666655045718
