wallet_id,trade_identity,asset_class,market_slug,condition_id,token_id,transaction_hash,trade_timestamp,trade_datetime_utc,first_seen_timestamp_utc,expiry_timestamp_utc,expiry_source,expiry_join_confidence,first_seen_delay_seconds,decision_window_seconds,poll_interval_seconds,timing_uncertainty_seconds,decision_window_classification
0x088df3b7e5c1b5c2d4b7dc760863153480cf025e,1320385e12f7eb2d0f0bd800ee8dcae099c97b41b9b5d968ba35732d23209e1b,SOL,sol-updown-5m-1782655200,0x5c5809ee85b49a9b63716f7cf6f47d42df09a0df1ccbc350dfda9209fea277f4,16348851740352856058402372759816546034342627210457425992728371229773331681124,0x38980d5f514f78eb3ee2b49caac4d9f2d9b5da1fda3bb54a49ca8738236e17c8,1782655399,2026-06-28T14:03:19.000+00:00,2026-06-28T14:03:34.894+00:00,2026-06-28T14:05:00.000+00:00,gamma_market_slug_cross_check,high,15.894000,85.106000,5.000000,5.000000,sufficient_decision_window
0x088df3b7e5c1b5c2d4b7dc760863153480cf025e,18662af080e57bfca33e47ad587013a6153b6794dfc246af4ea747efbb90d8ab,BTC,btc-updown-5m-1782655200,0x2fece38d8afd7a75c250cb52406e22841c40fad48190ba431f212bdecdab7067,110467844737522558836134600681687546888654462068205634423627088639010083942087,0xf2c6c9af7014506975621e96e931cdd3ad9ae6b1aca008ac78a24cfd2fb1f2cf,1782655439,2026-06-28T14:03:59.000+00:00,2026-06-28T14:04:15.041+00:00,2026-06-28T14:05:00.000+00:00,gamma_market_slug_cross_check,high,16.041000,44.959000,5.000000,5.000000,marginal_decision_window
